image,question,refs,base,fusion,win
VizWiz_val_00002210.jpg,What color is this skirt?,"['place', 'unanswerable', 'grey', 'unanswerable', 'white', 'white', 'grey', 'white', 'white', 'black']",grey,black,base wins
VizWiz_val_00002215.jpg,"Can you tell me what's in this can, please? Thank you.","['this can chicken quesadillas', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'soup', 'soup', 'campbells condensed cheddar cheese soup', 'unanswerable', 'unanswerable']",soup,unanswerable,fusion wins
VizWiz_val_00002218.jpg,What kind of pop is this?,"['nestea', 'canned iced tea', 'lemon', 'nestea lemon', 'nestea', 'nestea', 'nestea', 'nestea', 'fiesta', 'nestea']",coca cola,nestea,fusion wins
VizWiz_val_00002221.jpg,What is the title of this book?,"['fine fine school', 'fine fine school', 'fine fine school', 'fine fine school', 'fine fine school', 'fine fine school', 'fine fine school', 'fine fine school', 'fine fine school', 'fine fine school']",unanswerable,fine fine school,fusion wins
VizWiz_val_00002223.jpg,"What is this, please?","['sauerkraut', 'kapusta kwaszona', 'kapusta kwaszona', 'kapusta', 'sauerkraut', 'kapusta kwaszona', 'sauerkraut', 'sauerkraut', 'bottle', 'sauerkraut']",unanswerable,sauerkraut,fusion wins
VizWiz_val_00002228.jpg,What does these look like?,"['blue shorts', 'black sweat shorts', 'shorts', 'black shorts', 'black', 'short', 'black shorts', 'acacd', 'shorts', 'shorts']",yes,black,fusion wins
VizWiz_val_00002230.jpg,"Hello, well I hope you can read this picture, now see if it stops it.","['did', 'birthday card', 'birthday card', 'unanswerable', 'unanswerable', 'happy birthday', 'unanswerable', 'unanswerable', 'unanswerable', 'happy birthday']",unanswerable,no,base wins
VizWiz_val_00002236.jpg,Please explain this shirt.,"['red picture', 'design', 'boy', 'red', 'red shirt motorcycle picture on chest', 'red white black motorcycle', 'unanswerable', 'red yellow', 'red black white motorcycle', 'unanswerable']",red,unanswerable,fusion wins
VizWiz_val_00002237.jpg,what color is this yarn?,"['this color blue', 'blue', 'unanswerable', 'unanswerable', 'blue', 'unanswerable', 'unanswerable', 'dark blue', 'unanswerable', 'blue']",unanswerable,white,base wins
VizWiz_val_00002239.jpg,What's in this photo?,"['crackers', 'box crackers', 'cracker box', 'cracker box', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers']",cookies,crackers,fusion wins
VizWiz_val_00002245.jpg,what is this?,"['most package missing picture on package shows breaded meat patty country gravy', 'breaded meat gravy', 'gravy', 'country fried steak', 'unanswerable', 'frozen meal', 'chicken fried steak', 'chicken fried steak', 'unanswerable', 'frozen dinner box']",chicken,unanswerable,fusion wins
VizWiz_val_00002246.jpg,What is this?,"['unanswerable', 'fall preview', 'advertisement', 'unanswerable', 'fall preview new york', 'fall preview new york', 'unanswerable', 'unanswerable', 'fall preview new', 'magazine']",book,unanswerable,fusion wins
VizWiz_val_00002248.jpg,What is this?,"['chips', 'potato chips', 'potato chips', 'flying potato chips', 'chips', 'chips', 'pop chips original flavor', 'pop chips original', 'popchips', 'unanswerable']",food,chips,fusion wins
VizWiz_val_00002252.jpg,What video is this? ,"['mad money', 'mad money', 'mad money', 'mad money', 'mad money', 'mad money', 'mad money', 'mad money', 'mad money', 'mad money']",unanswerable,mad money,fusion wins
VizWiz_val_00002258.jpg,Whats in this can?,"['kidney beans', 'kidney beans', 'kidney beans', 'kidney beans', 'kidney beans', 'kidney beans', 'beans', 'kidney beans', 'kidney beans', 'kidney beans']",green beans,beans,fusion wins
VizWiz_val_00002260.jpg,this title.,"['unanswerable', 'minnie riperton', 'minnie riperton', 'minnie riperton', 'minnie riperton', 'minnie ripperton', 'minnie riperton', 'minnie riperton', 'unanswerable', 'unanswerable']",unanswerable,yes,base wins
VizWiz_val_00002267.jpg,May I know what is this please?,"['tulsi chai masala tea', 'tea', 'tulsi chai masala', 'box tea bags', 'coffee', 'tulsi chai masala', 'chai tea', 'chai', 'tea', 'tulsi char masala']",coffee,tea,fusion wins
VizWiz_val_00002268.jpg,What is this?,"['kitchen', 'living room', 'apartment', 'apartment', 'kitchen', 'kitchen', 'living room', 'picture kitchen', 'kitchen', 'kitchen']",living room,unanswerable,base wins
VizWiz_val_00002275.jpg,Ok what flavor yogurt is this?,"['blueberry', 'blueberry', 'blueberry', 'blueberry', 'blueberry', 'blueberry nonfat chobani', 'blueberry', 'blueberry', 'blueberry', 'blueberry']",blue,blueberry,fusion wins
VizWiz_val_00002282.jpg,What is this?,"['chicken', 'chicken breast', 'chicken breast', 'chicken breast', 'chicken', 'chicken breast', 'pesto genovese chicken breast', 'chicken breast', 'chicken breast', 'pesto genovese chicken breast']",chicken,chicken breast,fusion wins
VizWiz_val_00002293.jpg,What color is this shirt?,"['red white blue plaid', 'red white blue', 'white red blue', 'plaid', 'red blue white', 'tan plaid', 'blue white red', 'blue white plaid', 'white blue red', 'blue red white stripes']",grey,plaid,fusion wins
VizWiz_val_00002294.jpg,Can you see what's on this label please?  ,"['diphenhydramine', 'yes', 'drug facts active ingredient in each softgel diphenhydramine hci 50 mg nightime sleepaid', 'diphenhydramine hcl 50 mg', 'active ingredient diphenhydramine 50 mg', 'no', 'yes', 'drug facts warnings', 'yes', 'unanswerable']",yes,no,base wins
VizWiz_val_00002296.jpg,Can you please tell me what kind of tea this is?,"['tazo earl grey', 'earl grey', 'tazo earl grey', 'earl grey', 'earl grey', 'earl grey', 'earl grey', 'earl grey', 'tazo earl grey', 'tazo earl grey black tea']",french vanilla,earl grey,fusion wins
VizWiz_val_00002302.jpg,What color is this?,"['grey', 'bluish grey', 'grey', 'grey', 'grey', 'black', 'blue', 'black', 'grey', 'axe']",grey,blue,base wins
VizWiz_val_00002317.jpg,Can you tell me what this bottle is? Thank you.,"['cleaner', 'toilet bowl cleaner', 'toilet cleaner', 'toilet bowl cleaner', 'toilet bowl cleaner', 'toilet bowl cleaner', 'works toilet bowl cleaner', 'toilet bowl cleaner', 'cleaner', 'toilet bowl cleaner']",hand sanitizer,cleaner,fusion wins
VizWiz_val_00002318.jpg,when does this expire?,"['23.2013', 'dec 23 2013', 'dec 13 2013', 'dec 28 2013', 'dec 29 2017', 'dec 23 2013', '12 28 13', 'december 29 2013', 'dec 29 2013', 'dec 29 2013']",unanswerable,dec 28 2013,fusion wins
VizWiz_val_00002324.jpg,What is in this can?,"['unanswerable', 'unanswerable', 'spaghetti', 'food', 'unanswerable', 'unanswerable', 'spaghetti', 'unanswerable', 'tomato sauce', 'spaghetti meatballs']",unanswerable,soup,base wins
VizWiz_val_00002335.jpg,What is this?,"['glass', 'unanswerable', 'empty bottle', 'glass', 'cup', 'inside cup', 'cup', 'unanswerable', 'flashbulb', 'glass']",bottle,unanswerable,fusion wins
VizWiz_val_00002336.jpg,What kind of bottle is this? ,"['liquor', 'wine', 'unanswerable', 'glass', 'liquor', 'liquor', 'unanswerable', 'oil bottle', 'liquor', 'glass']",unanswerable,alcohol,base wins
VizWiz_val_00002337.jpg,What color is this Starburst? ,"['yellow', 'yellow', 'yellow', 'yellow', 'yellow', 'lemon', 'yellow', 'yellow', 'yellow', 'yellow']",orange,yellow,fusion wins
VizWiz_val_00002339.jpg,What is that computer screen showing?,"['fingertip', 'black', 'unanswerable', 'unanswerable', 'unanswerable', 'unusable image', 'unanswerable', 'nothing', 'reflection lamp', 'nothing']",unanswerable,nothing,base wins
VizWiz_val_00002348.jpg,What's this?,"['tee ball', 'beginner baseball game', 'toy', 'toy', 'baseball game for children', 'ball play set', 'baseball game', 'toy t ball set', 'tee ball', 't ball toy']",book,tee ball,fusion wins
VizWiz_val_00002357.jpg,"Hi, thanks for help.  What is this bottle of whiskey?","['ben nevi', 'ben nevis 10 years old scotch whiskey', 'ben nevis single malt scotch whiskey', 'single highland scotch whiskey', 'been never', 'ben', 'ben nevis 10 year old single malt scotch whiskey', 'unanswerable', 'no', 'ben neve whiskey']",unanswerable,ben nevis,base wins
VizWiz_val_00002368.jpg,What is on the ceiling?,"['fan', 'fan', 'ceiling fan', 'ceiling fan', 'dust', 'ceiling fan', 'fan', 'fan', 'fan', 'ceiling fan']",yes,fan,fusion wins
VizWiz_val_00002370.jpg,May I know what is in this can please?,"['beans', 'pinto beans', 'pinto beans', 'beans', 'beans', 'pinto beans', 'beans', 'pinto beans', 'pinto beans', 'pento beans']",soup,beans,fusion wins
VizWiz_val_00002378.jpg,What is this?,"['can', 'can', 'unanswerable', 'can beans', 'can', 'beans', 'unanswerable', 'beans', 'stew', 'stew']",soup,unanswerable,fusion wins
VizWiz_val_00002383.jpg,What kind of chips are these?,"['flamin hot', 'flamin hot cheetos', 'as', 'flaming hot cheetos', 'flamin hot crunchy cheetos', 'flamin hot cheetos', 'cheetos flamin hot', 'flaming hot cheetos', 'cheetos crunchy', 'cheetos']",salt vinegar,cheetos,fusion wins
VizWiz_val_00002391.jpg,What is it?,"['diced tomatoes', 'can tomatoes', 'diced tomatoes no salt', 'diced tomatoes', 'tomatoes', 'can diced tomatoes', 'tomato sauce', 'diced tomatoes', 'can del monte brand diced tomatos without added salt', 'tomatoes']",tomato sauce,unanswerable,base wins
VizWiz_val_00002393.jpg,Can you please tell me if this thermostat is set to cool and what the readings are? Thank you.,"['unanswerable', 'fan on systems off 9:47pm', 'off', 'thermostat off', 'turned off', 'fan on', 'unanswerable', 'not on', 'unanswerable', 'unanswerable']",unanswerable,79,base wins
VizWiz_val_00002400.jpg,What's this?,"['wood floor', 'table top', 'unanswerable', 'hardwood floor', 'table', 'wood table', 'wood floor', 'table', 'wooden desk', 'wood']",table,unanswerable,base wins
VizWiz_val_00002407.jpg,What is this?,"['photo', 'door', 'door', 'bar', 'glass paneled doors', 'door', 'restaurant', 'restaurant', 'doors', 'doors']",door,beer,base wins
VizWiz_val_00002408.jpg,What color is this?,"['plaid red yellow white blue', 'plaid', 'green blue white red plaid', 'multicolor', 'palid', 'plaid', 'blue green white red', 'plaid', 'blue white green plaid', 'blue green red white']",green,plaid,fusion wins
VizWiz_val_00002409.jpg,What colors are in this jacket? Is it summer or winter?,"['yellow brown more appropriate for summer', 'yellow blue grey', 'winter', 'blue black yellow winter', 'yellow blue black winter', 'yellow brown blue winter', 'blue yellow winter', 'green', 'yellow brown blue winter', 'cloth']",green,black blue,base wins
VizWiz_val_00002414.jpg,What's on the screen?,"['screen black', 'nothing', 'nothing', 'nothing', 'nothing', 'triangle', 'reflection', 'nothing', 'nothing', 'screen blank']",unanswerable,nothing,fusion wins
VizWiz_val_00002418.jpg,What flavor is this soup?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'campbells soup']",unanswerable,cream mushroom,base wins
VizWiz_val_00002433.jpg,What is the color of,"['unanswerable', 'brown', 'yellow', 'brown', 'gold black', 'gold', 'brown', 'brown', 'gold', 'unanswerable']",brown,black,base wins
VizWiz_val_00002434.jpg,What is in this container?,"['ketchup', 'hunts ketchup', 'ketchup', 'ketchup', 'ketchup', 'hunts', 'catsup', 'clear', 'ketchup', 'ketchup']",tomato sauce,ketchup,fusion wins
VizWiz_val_00002438.jpg,What kind of soda is this?,"['diet coke', 'din', 'diet coke', 'diet coke', 'diet coke', 'diet coke', 'diet coke', 'diet coke lemon', 'diet coke', 'diet coke']",coca cola,diet coke,fusion wins
VizWiz_val_00002441.jpg,what color is this?,"['blue', 'blue', 'blue', 'blue', 'blue', 'cup: blue keyboard: black', 'blue', 'shades blue', 'blue', 'blue']",blue,black,base wins
VizWiz_val_00002452.jpg,What color is my dog?,"['blonde', 'tan', 'tan', 'tan', 'tan', 'light brown', 'tan', 'tan', 'brown', 'tan']",brown,black,base wins
VizWiz_val_00002454.jpg,Is this better? Can you tell the flavor?,"['fruit punch', 'unanswerable', 'yes this flavor best', 'orange', 'orange cherry', 'no', 'fruit punch', 'no', 'wylers fruit punch drink mix', 'wylers»s fruit punch']",unanswerable,yes,base wins
VizWiz_val_00002463.jpg,Could you please read this?,"['gods gift', 'christmas card', 'yes', 'book', 'gods gift poem', 'gods gift', 'gods gift poem', 'unanswerable', 'gods gift', 'yes']",unanswerable,yes,fusion wins
VizWiz_val_00002471.jpg,What's this?,"['toothpaste', 'cleaner', 'toothpaste', 'washing powder', 'toothpaste', 'unanswerable', 'tooth paste', 'toothpaste', 'toothpaste', 'foam cream']",lotion,toothpaste,fusion wins
VizWiz_val_00002473.jpg,WHAT IS THIS?,"['crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers']",unanswerable,crackers,fusion wins
VizWiz_val_00002484.jpg,What color is this shirt?,"['pink', 'muave', 'red', 'unanswerable', 'unanswerable', 'light pink', 'brown', 'brown', 'pink', 'orange white']",brown,white,base wins
VizWiz_val_00002500.jpg,What is this?,"['small plastic bottle', 'candy', 'wax bottle liquid candy inside', 'candy', 'red', 'fish', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,candy,base wins
VizWiz_val_00002507.jpg,What color is this?,"['yellow red white', 'unanswerable', 'yellow red white', 'white yellow black red', 'unanswerable', 'white', 'yellow black red', 'yellow white red', 'yellow', 'white yellow red']",brown,yellow,fusion wins
VizWiz_val_00002510.jpg,What is this bill?,"['2', '2', '2', '2', '$2', 'money', '2', '2', 'unanswerable', '2']",unanswerable,10,base wins
VizWiz_val_00002512.jpg,What card is this and is it right side up or upside down thank you.,"['news', '9 upside down', 'unanswerable', 'says 9 right side up', '9 torches', 'upside down', 'upside down', 'unanswerable', '9', '9 only visible word']",right side up,9 upside down,fusion wins
VizWiz_val_00002519.jpg,What color is this fabric?,"['white yellow dots', 'white green dots', 'white pea green polka dots', 'white spots', 'white green', 'cream green polka dots', 'white', 'white green dots', 'white green', 'white light green polka dots']",grey,white,fusion wins
VizWiz_val_00002521.jpg,What is this?,"['fire pit', 'fire place', 'fireplace', 'outdoor firepit', 'firepit', 'fireplace', 'fireplace', 'fire pit', 'fire pit', 'fire pit']",chair,fireplace,fusion wins
VizWiz_val_00002522.jpg,What kind of pop is this?,"['unanswerable', 'unanswerable', 'nestea', 'unanswerable', 'tea', 'nestea', 'unanswerable', 'unanswerable', 'nest tea', 'unanswerable']",coca cola,nestea,fusion wins
VizWiz_val_00002535.jpg,i understand that but does the back of the white truck look dented,"['unanswerable', 'no', 'image from front side i do not see anything unusual', 'no', 'unanswerable', 'unanswerable', 'n0', 'unanswerable', 'no', 'no']",no,white,base wins
VizWiz_val_00002536.jpg,What kind of fish is this?,"['catfish', 'carp', 'horse fish', 'marine fish', 'lion fish', 'tropical', 'plecostomus', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,catfish,base wins
VizWiz_val_00002543.jpg,Is this juice?,"['no', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'frggar', 'peach', 'peach']",yes,no,base wins
VizWiz_val_00002552.jpg,What is this?,"['pumpkin squash', 'gourd', 'gourd', 'squash', 'squash', 'squash', 'squash', 'squash', 'spaghetti squash', 'pumpkin']",food,squash,fusion wins
VizWiz_val_00002556.jpg,"Now can you see the order number for this necklace and bracelet, and this Avon booklet?","['yes', '558 503', '558 503', 'unanswerable', '568 503', 'no', '568 503', 'unanswerable', 'no', 'unanswerable']",unanswerable,yes,base wins
VizWiz_val_00002561.jpg,What kind of coffee is this?,"['coffee', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts', 'dunkin donuts']",french vanilla,dunkin donuts,fusion wins
VizWiz_val_00002564.jpg,What is the contents of this can?,"['ginger ale', 'ginger ale', 'ginger ale soda', 'ginger ale', 'canada dry ginger ale', 'canada dry', 'ginger ale', 'soda', 'ginger ale', 'ginger ale']",soda,ginger ale,fusion wins
VizWiz_val_00002588.jpg,What is this?,"['sun maid raisins', 'raisins', 'raisins', 'sun maid raisins', 'sun maod raisins', 'raisins', 'raisins', 'raisins', 'sun maid', 'raisins']",bottle,raisins,fusion wins
VizWiz_val_00002592.jpg,What is this?,"['cookies', 'double stuff oreo', 'oreos', 'oreo cookies', 'double stuf oreo', 'oreo cookies package', 'oreo double stuff cookies', 'oreos', 'double stuff oreos', 'oreo snack']",cereal,oreos,fusion wins
VizWiz_val_00002593.jpg,What temperature is the oven set at?,"['oven knob', 'oven temp 400 temperature', '425', '450', '400', '425', '425', '400', '425', '400']",unanswerable,450,fusion wins
VizWiz_val_00002596.jpg,What is this?,"['chinese food', 'panda express orange chicken', 'food', 'chicken rice', 'chinese food', 'chinese takeout', 'panda express food', 'chinese food', 'chinese food', 'sweet sour chicken']",food,rice,base wins
VizWiz_val_00002603.jpg,What are the ingredients listed on this box?,"['ground beef hot water milk sauce mix uncooked pasta', 'ground beef', 'unanswerable', 'unanswerable', 'ground beef sauce mix pasta milk hot water', 'unanswerable', 'ground beef water', 'ground beef hot water milk sauce mik pasta topping', 'unanswerable', 'ground beef sauce mix milk water pasta']",unanswerable,ground beef,base wins
VizWiz_val_00002620.jpg,What does the screen say?,"['acer', 'unanswerable', 'acer', 'unanswerable', 'nothing', 'acer', 'unanswerable', 'nothing', 'unanswerable', 'acer']",nothing,unanswerable,fusion wins
VizWiz_val_00002621.jpg,Could you tell me what is in this can please?,"['sweet potatoes', 'candied sweet potatos', 'candied sweet potatoes', 'candied sweet potatoes', 'potatoes', 'sweet potatoes', 'sweet potatoes', 'sweet potatoes', 'swee potatoes', 'candied sweet potatoes']",soup,potatoes,fusion wins
VizWiz_val_00002626.jpg,What does this label say?,"['shea', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash']",shampoo,shea moisturizing shower wash,fusion wins
VizWiz_val_00002627.jpg,What is this?,"['sugar', 'sugar', 'sugar', 'sugar', 'sugar', 'sugar', 'flour sugar', 'sugar', 'bag sugar', 'sugar']",unanswerable,sugar,fusion wins
VizWiz_val_00002629.jpg,What is the object in this image?,"['monitor', 'tv', 'several objects', 'rug tv', 'unanswerable', 'tv', 'rug', 'carpet', 'rug', 'carpet']",tv,camera,base wins
VizWiz_val_00002633.jpg,What shirt is this?,"['niagara falls', 'niagara falls t shirt', 'niagra falls', 'niagara falls', 'niagara falls', 'unanswerable', 'niagara falls', 'niagara falls', 'tshirt', 'niagra falls']",unanswerable,niagara falls,fusion wins
VizWiz_val_00002637.jpg,What kind of meat is this? Thank you.,"['prime', 'pork chop', 'prime roast', 'chicken', 'chicken', 'unanswerable', 'unanswerable', 'chicken', 'chicken', 'santa fe chicken']",chicken,unanswerable,base wins
VizWiz_val_00002638.jpg,What is this item?,"['hot pepper sauce', 'hot pepper sauce', 'hot pepper sauce', 'unanswerable', 'hot pepper sauce', 'jamaican hot pepper sauce', 'hot pepper sauce', 'pepper sauce', 'pepper', 'sauce']",tomato sauce,sauce,fusion wins
VizWiz_val_00002646.jpg,What is this?,"['cans', 'cat food', 'unanswerable', 'sink', 'can', 'sink', 'washing', 'sink', 'sink', 'can']",can,unanswerable,base wins
VizWiz_val_00002653.jpg,What's this?,"['tomatoes', 'unanswerable', 'ew', 'table', 'tomato', 'tomatoes', 'table', 'kitchen table', 'table', 'table']",table,unanswerable,base wins
VizWiz_val_00002656.jpg,What is this?,"['speaker', 'speaker', 'speaker on wall', 'speaker', 'speaker', 'speaker', 'wall speaker', 'speaker', 'cat mount', 'speaker']",chair,speaker,fusion wins
VizWiz_val_00002671.jpg,What is this?,"['battery bank', 'portable charger', 'cell phone', 'mouse', 'phone', 'either external drive power bank', 'unanswerable', 'phone', 'mouse', 'cell phone']",phone,unanswerable,base wins
VizWiz_val_00002672.jpg,What is this?,"['i phones', 'i phone', 'iphone', 'phone cases', 'phones', 'electronics', 'iphones', 'iphone', 'box iphones', 'mobile phones']",iphone,unanswerable,base wins
VizWiz_val_00002673.jpg,What is in that bottle?,"['alcohol', 'vodka', 'vodka', 'smirnoff ice', 'smirnoff ice', 'vodka', 'vodka', 'wine', 'vodka', 'smirnoff vodka']",water,vodka,fusion wins
VizWiz_val_00002676.jpg,What is this item?,"['grilled chicken spanish rice', 'chicken', 'chicken', 'steam in bag grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'chicken']",chicken,rice,base wins
VizWiz_val_00002678.jpg,Which flower is this?,"['orchid', 'roses', 'orchid', 'orchid', 'orchid', 'tulip', 'orchid', 'orchid', 'orchid', 'unanswerable']",pink,unanswerable,fusion wins
VizWiz_val_00002684.jpg,What am I looking at?,"['small power strip', 'lightbulb', 'unanswerable', 'fuse', 'electronic part', 'electrical component', 'fuse', 'bulb', 'lightbulb', 'lightbulb']",unanswerable,plug,base wins
VizWiz_val_00002696.jpg,Is this wallet for male or female?,"['both', 'male', 'female', 'male', 'female', 'female', 'male', 'male', 'more male but would work for either', 'unanswerable']",unanswerable,yes,base wins
VizWiz_val_00002701.jpg,What is this?,"['teddy bear', 'white teddy bear', 'teddy bear trash can', 'teddy bear', 'teddy bear', 'stuffed bear', 'stuffed bear', 'teddy bear pot', 'teddy bear', 'teddy bear']",dog,teddy bear,fusion wins
VizWiz_val_00002705.jpg,Does it say what kind of tablets are in this bubble wrap if so please tell me what they are.,"['unanswerable', 'no', 'unanswerable', 'no', 'no', 'unanswerable', 'doesnt say', 'unanswerable', 'no', 'bul inding']",unanswerable,pills,base wins
VizWiz_val_00002715.jpg,What kind of hand soap is this?,"['papaya mango', 'lucky', 'lucky', 'papaya mango', 'papaya mango', 'lucky papaya mango', 'antibacterial', 'hand soap', 'papaya mango', 'lucky papaya mango antibacterial hand soap']",yes,hand soap,fusion wins
VizWiz_val_00002718.jpg,What cd is this?,"['john michael montgomery', 'john michael montgomery', 'music', 'john michael montgomery', 'john michael montgomery', 'john michael montgomery', 'john michael montgomery', 'unanswerable', 'john michael montgomery', 'john michael montgomery']",unanswerable,john michael montgomery,fusion wins
VizWiz_val_00002727.jpg,What are the directions?,"['unanswerable', 'wash rinse repeat', 'unanswerable', 'unanswerable', 'unanswerable', 'no directions', 'shampoo wet hair put small amount on scrub rinse', 'unanswerable', 'answerable', 'add to wet hair lather rinse repeat if desired']",unanswerable,shampoo,base wins
VizWiz_val_00002729.jpg,is this,"['unanswerable', 'unanswerable', 'bag', 'unanswerable', 'unanswerable', 'unanswerable', 'yes', 'unanswerable', 'unanswerable', 'blue']",yes,unanswerable,fusion wins
VizWiz_val_00002730.jpg,What color are these cabinets?,"['white color', 'white', 'white', 'white', 'white', 'white', 'white', 'white wood border', 'white light brown wood trim', 'white']",white,black,base wins
VizWiz_val_00002732.jpg,How much money is this?,"['20 canadian dollars', '20', '20', '20', '20 euros', '20', '20 canadian dollars', '20', '20', '20']",20,100,base wins
VizWiz_val_00002733.jpg,"I think this is peach, but does it say if it is sweet or made with Splenda?","['unanswerable', 'no', 'unanswerable', 'usda organic', 'sweet', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'no']",unanswerable,tea,base wins
VizWiz_val_00002735.jpg,What color is this?,"['orange', 'orange', 'orange', 'orange', 'orange', 'orange', 'red orange', 'orange', 'red', 'orange']",red,orange,fusion wins
VizWiz_val_00002736.jpg,What curtain?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'keep studying', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00002739.jpg,What's the temperature set at?,"['75', '75', '75', '75', '76', '75', '75', '75', '75', '75']",unanswerable,75,fusion wins
VizWiz_val_00002757.jpg,What kind of carton is this? Orange juice or milk?,"['orange juice', 'orange juice', 'oj', 'orange juice', 'orange juice', 'orange juice', 'orange juice', 'orange', 'orange juice', 'paper carton orange juice']",orange,orange juice,fusion wins
VizWiz_val_00002759.jpg,What is this?,"['1 dollar bill', 'dollar bill', '$1 bill', 'dollar bill', 'dollar', 'dollar', '1 dollar bill', 'dollar bill', '1 dollar bill', '1 dollar']",1 dollar,1 dollar bill,fusion wins
VizWiz_val_00002760.jpg,What is it?,"['speaker', 'speakers', 'floor', 'speakers', 'loud speaker system', 'speaker', 'speaker', 'speaker', 'speaker', 'speakers']",table,speakers,fusion wins
VizWiz_val_00002765.jpg,What color is this cloth bag?,"['white', 'white', 'white', 'tan', 'off white', 'beige', 'red white blue', 'white', 'white inscriptions', 'white']",black,white,fusion wins
VizWiz_val_00002766.jpg,Is this stripes or flowers?,"['flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",yes,flowers,fusion wins
VizWiz_val_00002770.jpg,What's on the screen?,"['unanswerable', '2 different people 2 different colored socks 1 slipper 1 shoe', 'unanswerable', 'someones legs', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'legs 2 persons']",unanswerable,foot,base wins
VizWiz_val_00002775.jpg,What kind of bird is this?,"['parakeet', 'unanswerable', 'red yellow', 'parakeet', 'cardinal', 'cardinal', 'unanswerable', 'unanswerable', 'january', 'unanswerable']",unanswerable,calendar,base wins
VizWiz_val_00002781.jpg,What is in this box?,"['sausages onion gravy', 'sausages potatoes gravy', 'frozen dinner', 'sausages onion gravy', 'sausages onion gravy', 'sausages onion gravy', 'sausages onion gravy', 'food team', 'sausages onion gravy', 'sausages onion gravy']",corned beef,sausages onion gravy,fusion wins
VizWiz_val_00002782.jpg,What is this song?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'bug in photo', 'unanswerable', 'unanswerable', 'unanswerable', 'beetle']",unanswerable,beetle,base wins
VizWiz_val_00002793.jpg,What does this label say?,"['shiners rye lager', 'shiner rye lager ryes shine brewers craft beer', 'shiner rye lager ryes shine', 'shiners rye lager ryes shine brewers craft brew', 'shiner rye lager', 'shiner rye lager reyes shine', 'ryes shine craft beer', 'shiner rye lager ryes shine brewerscraft brew', 'rye lager ryes shine', 'shiner rye lager']",unanswerable,shiner rye lager ryes shine,fusion wins
VizWiz_val_00002794.jpg,What is this?,"['entertainment center', 'bedroom', 'bedroom', 'bedroom', 'bed', 'bedroom', 'room', 'bed', 'unanswerable', 'person laying in bed']",tv,bed,fusion wins
VizWiz_val_00002805.jpg,Can you tell me the detail of the food in this thing?,"['herb crusted fish', 'no', 'yes', 'dgdfsg', 'breaded fish pasta tomato sauce vegetables', 'herb crusted fish herb crusted white fish pasta in tomato basil sauce veggies', 'herb crusted white fish pasta in tomato basil sauce green beans carrots', 'herb crusted white fish pasta in tomato basil sauce green beans carrots', 'herb crusted white fish past in tomato basil sauce green beans carrots', 'herb crusted fish pasta in tomato basil sauce green beans carrots']",chicken,yes,fusion wins
VizWiz_val_00002808.jpg,What kind of muffin is this?,"['blueberry', 'blueberry', 'wild blueberry', 'wild blueberry', 'wild blueberry', 'wild blue berry', 'wild blueberry', 'wild blueberry', 'blueberry', 'wild blueberry']",yes,wild blueberry,fusion wins
VizWiz_val_00002811.jpg,Dinner bowl is this?,"['no', 'marie callenders', 'unanswerable', 'marie callenders', 'unanswerable', 'unanswerable', 'chicken teriyaki', 'frozen dinner', 'chicken teriyaki', 'unanswerable']",unanswerable,sesame chicken,base wins
VizWiz_val_00002817.jpg,What is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'pork', 'unanswerable', 'meat', 'meat', 'meat', 'unanswerable', 'unanswerable']",food,meat,fusion wins
VizWiz_val_00002823.jpg,What is the crock pot setting?,"['low', 'low', 'low', 'pot', 'low', 'low', 'low', 'low', 'low', 'low']",unanswerable,low,fusion wins
