image,question,refs,fusion,skill,win
VizWiz_val_00002415.jpg,What's this?,"['candy', 'galaxy flutes snack', 'candy', 'galaxy flutes', 'galaxy flutes', 'candy', 'galaxy flutes', 'galaxy flutes', 'candy bar', 'flutes']",unanswerable,candy,skill wins
VizWiz_val_00002422.jpg,What is this?,"['unanswerable', 'miracle whip', 'blue bottle', 'mayonnaise', 'miracle whip', 'miracle whip', 'salad dressing', 'mayo', 'miracle whip', 'unanswerable']",unanswerable,salad dressing,fusion wins
VizWiz_val_00002424.jpg,Are you able to tell what kind this one is?,"['no', 'vanilla cream', 'vanilla', 'vanilla creme', 'warm vanilla creme', 'warm vanilla creme', 'better homes warm vanilla cream', 'warm vanilla creme', 'warm vanilla creme', 'warm vanilla creme']",unanswerable,no,skill wins
VizWiz_val_00002433.jpg,What is the color of,"['unanswerable', 'brown', 'yellow', 'brown', 'gold black', 'gold', 'brown', 'brown', 'gold', 'unanswerable']",black,brown,skill wins
VizWiz_val_00002452.jpg,What color is my dog?,"['blonde', 'tan', 'tan', 'tan', 'tan', 'light brown', 'tan', 'tan', 'brown', 'tan']",black,brown,skill wins
VizWiz_val_00002454.jpg,Is this better? Can you tell the flavor?,"['fruit punch', 'unanswerable', 'yes this flavor best', 'orange', 'orange cherry', 'no', 'fruit punch', 'no', 'wylers fruit punch drink mix', 'wylers»s fruit punch']",yes,unanswerable,skill wins
VizWiz_val_00002484.jpg,What color is this shirt?,"['pink', 'muave', 'red', 'unanswerable', 'unanswerable', 'light pink', 'brown', 'brown', 'pink', 'orange white']",white,brown,skill wins
VizWiz_val_00002492.jpg,What is in this can?,"['soda', 'diet soda', 'diet soda', 'soda', 'diet squirt', 'diet soda', 'soda', 'soda', 'soda', 'soda']",unanswerable,soda,skill wins
VizWiz_val_00002523.jpg,What does it say on the display?,"['nothing', 'blank screen', '5.8ghz', 'unable to see anything on screen', 'unanswerable', 'unanswerable', 'nothing', 'blank', 'werrgrwg', 'nothing']",unanswerable,phone,fusion wins
VizWiz_val_00002527.jpg,What is this?,"['chips', 'tortilla chips', 'chips', 'chips', 'tortilla chips', 'bag tortilla chips', 'nacho chips', 'family size bag tortilla chips', 'tortilla chips', 'chips']",unanswerable,chips,skill wins
VizWiz_val_00002535.jpg,i understand that but does the back of the white truck look dented,"['unanswerable', 'no', 'image from front side i do not see anything unusual', 'no', 'unanswerable', 'unanswerable', 'n0', 'unanswerable', 'no', 'no']",white,no,skill wins
VizWiz_val_00002556.jpg,"Now can you see the order number for this necklace and bracelet, and this Avon booklet?","['yes', '558 503', '558 503', 'unanswerable', '568 503', 'no', '568 503', 'unanswerable', 'no', 'unanswerable']",yes,no,skill wins
VizWiz_val_00002558.jpg,What color are these socks?,"['black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black']",black,brown,fusion wins
VizWiz_val_00002566.jpg,Is this a mouse?,"['no', 'no keyboard', 'no', 'no keyboard', 'no keyboard', 'no', 'no', 'no', 'keyboard', 'no']",yes,no,skill wins
VizWiz_val_00002580.jpg,What is this?,"['cup', 'cup lid', 'cup', 'coffee cup', 'plastic cup', 'cup coffee', 'cup coffee', 'coffee', 'coffee cup', 'cup']",coffee,coffee cup,skill wins
VizWiz_val_00002584.jpg,Please can you tell me what item this is?,"['cereal', 'cheerios', 'cereal', 'cheerios', 'unanswerable', 'cereal', 'honey cheerios', 'cheerios now more delicious honey', 'honey', 'honey']",cereal,unanswerable,fusion wins
VizWiz_val_00002587.jpg,Does this stack look too big?,"['i dont see anything stacked', 'unanswerable', 'unanswerable', 'no', 'unanswerable', 'unanswerable', 'no', 'no', 'no', 'gfd']",yes,unanswerable,skill wins
VizWiz_val_00002588.jpg,What is this?,"['sun maid raisins', 'raisins', 'raisins', 'sun maid raisins', 'sun maod raisins', 'raisins', 'raisins', 'raisins', 'sun maid', 'raisins']",raisins,book,fusion wins
VizWiz_val_00002610.jpg,What color is that? Thank you.,"['grey', 'white', 'black', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey']",grey,black,fusion wins
VizWiz_val_00002619.jpg,What flavor are these?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'regular', 'original', 'unanswerable', 'turn around', 'cheese', 'picteur']",unanswerable,original,fusion wins
VizWiz_val_00002626.jpg,What does this label say?,"['shea', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash']",shea moisturizing shower wash,yes,fusion wins
VizWiz_val_00002629.jpg,What is the object in this image?,"['monitor', 'tv', 'several objects', 'rug tv', 'unanswerable', 'tv', 'rug', 'carpet', 'rug', 'carpet']",camera,tv,skill wins
VizWiz_val_00002642.jpg,What is the temperature of the thermastat? ,"['78', '78', '78 degrees', '78', '78', '78', '78', '78', '78', '78']",unanswerable,78,skill wins
VizWiz_val_00002644.jpg,What is this?,"['cup from mcdonalds', 'mcdonalds drink', 'foam mcdonalds cup', 'mcdonalds cup', 'mcdonalds soda', 'mcdonalds cup', 'mcdonalds cup', 'mcdonalds drink cup', 'large foam macdonalds cup', 'mcdonalds cup']",cup,mcdonalds cup,skill wins
VizWiz_val_00002646.jpg,What is this?,"['cans', 'cat food', 'unanswerable', 'sink', 'can', 'sink', 'washing', 'sink', 'sink', 'can']",unanswerable,can,skill wins
VizWiz_val_00002653.jpg,What's this?,"['tomatoes', 'unanswerable', 'ew', 'table', 'tomato', 'tomatoes', 'table', 'kitchen table', 'table', 'table']",unanswerable,watermelon,fusion wins
VizWiz_val_00002673.jpg,What is in that bottle?,"['alcohol', 'vodka', 'vodka', 'smirnoff ice', 'smirnoff ice', 'vodka', 'vodka', 'wine', 'vodka', 'smirnoff vodka']",vodka,alcohol,fusion wins
VizWiz_val_00002676.jpg,What is this item?,"['grilled chicken spanish rice', 'chicken', 'chicken', 'steam in bag grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'chicken']",rice,chicken,skill wins
VizWiz_val_00002678.jpg,Which flower is this?,"['orchid', 'roses', 'orchid', 'orchid', 'orchid', 'tulip', 'orchid', 'orchid', 'orchid', 'unanswerable']",unanswerable,flowers,fusion wins
VizWiz_val_00002693.jpg,what am I looking at?,"['chair desk', 'desk', 'desk', 'office', 'desk', 'table', 'unanswerable', 'office', 'desk', '2 desks blue chairs']",unanswerable,floor,fusion wins
VizWiz_val_00002715.jpg,What kind of hand soap is this?,"['papaya mango', 'lucky', 'lucky', 'papaya mango', 'papaya mango', 'lucky papaya mango', 'antibacterial', 'hand soap', 'papaya mango', 'lucky papaya mango antibacterial hand soap']",hand soap,shower gel,fusion wins
VizWiz_val_00002729.jpg,is this,"['unanswerable', 'unanswerable', 'bag', 'unanswerable', 'unanswerable', 'unanswerable', 'yes', 'unanswerable', 'unanswerable', 'blue']",unanswerable,no,fusion wins
VizWiz_val_00002730.jpg,What color are these cabinets?,"['white color', 'white', 'white', 'white', 'white', 'white', 'white', 'white wood border', 'white light brown wood trim', 'white']",black,white,skill wins
VizWiz_val_00002733.jpg,"I think this is peach, but does it say if it is sweet or made with Splenda?","['unanswerable', 'no', 'unanswerable', 'usda organic', 'sweet', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'no']",tea,no,skill wins
VizWiz_val_00002749.jpg,Can you please tell me what the oven temperature is set to?,"['no', 'broil', 'bake', 'unanswerable', 'unanswerable', 'broil', '150', 'unanswerable', 'not sure', 'unanswerable']",unanswerable,no,fusion wins
VizWiz_val_00002754.jpg,"What time is it, and what is your favorite football team?","['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'cassette player']",unanswerable,no,fusion wins
VizWiz_val_00002757.jpg,What kind of carton is this? Orange juice or milk?,"['orange juice', 'orange juice', 'oj', 'orange juice', 'orange juice', 'orange juice', 'orange juice', 'orange', 'orange juice', 'paper carton orange juice']",orange juice,orange,fusion wins
VizWiz_val_00002793.jpg,What does this label say?,"['shiners rye lager', 'shiner rye lager ryes shine brewers craft beer', 'shiner rye lager ryes shine', 'shiners rye lager ryes shine brewers craft brew', 'shiner rye lager', 'shiner rye lager reyes shine', 'ryes shine craft beer', 'shiner rye lager ryes shine brewerscraft brew', 'rye lager ryes shine', 'shiner rye lager']",shiner rye lager ryes shine,beer,fusion wins
VizWiz_val_00002794.jpg,What is this?,"['entertainment center', 'bedroom', 'bedroom', 'bedroom', 'bed', 'bedroom', 'room', 'bed', 'unanswerable', 'person laying in bed']",bed,remote,fusion wins
VizWiz_val_00002805.jpg,Can you tell me the detail of the food in this thing?,"['herb crusted fish', 'no', 'yes', 'dgdfsg', 'breaded fish pasta tomato sauce vegetables', 'herb crusted fish herb crusted white fish pasta in tomato basil sauce veggies', 'herb crusted white fish pasta in tomato basil sauce green beans carrots', 'herb crusted white fish pasta in tomato basil sauce green beans carrots', 'herb crusted white fish past in tomato basil sauce green beans carrots', 'herb crusted fish pasta in tomato basil sauce green beans carrots']",yes,unanswerable,fusion wins
VizWiz_val_00002809.jpg,Would you please tell me what the sky in this photograph looks like?,"['blue cloudy', 'grey', 'blue clouds', 'storm clouds', 'stormy', 'ominous', 'stormy', 'cloudy', 'rain', 'cloudy']",cloudy,clear,fusion wins
VizWiz_val_00002811.jpg,Dinner bowl is this?,"['no', 'marie callenders', 'unanswerable', 'marie callenders', 'unanswerable', 'unanswerable', 'chicken teriyaki', 'frozen dinner', 'chicken teriyaki', 'unanswerable']",sesame chicken,unanswerable,skill wins
VizWiz_val_00002840.jpg,What is this?,"['can', 'unanswerable', 'can', 'can', 'can', 'can', 'canned food', 'tin can', 'unanswerable', 'can']",can,soup,fusion wins
VizWiz_val_00002842.jpg,What is it?,"['unanswerable', 'wire', 'unanswerable', 'black rubber dog toy', 'plant', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,cord,fusion wins
VizWiz_val_00002855.jpg,What does it say on the box for directions on how to make macaroni and cheese?,"['unanswerable', 'unanswerable', 'cook', 'unanswerable', 'unanswerable', 'mix hot water cheese packet', 'unanswerable', 'cook drain mix packet milk butter', 'instructions not readable', 'boil water add pasta boil for 7:30 mins add milk butter cheese mix after draining']",unanswerable,yes,fusion wins
VizWiz_val_00002888.jpg,What does this dog look like?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'white snake', 'unanswerable', 'bored', 'blonde fur stocky build', 'brown lab', 'unanswerable']",white,unanswerable,skill wins
VizWiz_val_00002904.jpg,Could you read the writing that's on this tag please? Thank you.,"['yes i can read', '2 x', 'x polycotton spandex', 'x', 'no', 'sport savvy x 63 polyester 34 cotton 3 spandex made in china', 'sport savvy', 'unanswerable', 'x 63% polyester', 'sport savvy x']",yes,unanswerable,skill wins
VizWiz_val_00002909.jpg,What is this can?,"['unanswerable', 'beans', 'shili', 'noodles', 'unanswerable', 'beans', 'refried beans', 'unanswerable', 'spaghetti rings', 'beans']",unanswerable,soup,fusion wins
VizWiz_val_00002918.jpg,What color is it?,"['white', 'white green', 'green', 'white', 'unanswerable', 'purse dog white paw pad brown', 'white green', 'white', 'light tan', 'white']",white,brown,fusion wins
VizWiz_val_00002920.jpg,What's in the bottle? ,"['body wash', 'body wash', 'unanswerable', 'unanswerable', 'unanswerable', 'lotion', 'unanswerable', 'unanswerable', 'eardrops', 'unanswerable']",unanswerable,lotion,fusion wins
VizWiz_val_00002946.jpg,what color is this  hair clip?,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white']",white,gold,fusion wins
VizWiz_val_00002949.jpg,Could you tell me color this is? What color is this please?,"['black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black']",black,grey,fusion wins
VizWiz_val_00002953.jpg,is this? What is this?,"['television', 'tv player', 'tv', 'tv cable bo', 'cable box', 'unanswerable', 'tv', 'led tv', 'led', 'vcr tv']",television,tv,skill wins
VizWiz_val_00002967.jpg,What kind of coffee. What flavor is this coffee please? Thank you. ,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', '1000 faces', 'unanswerable', '1000 faces', 'unanswerable']",unanswerable,french roast,fusion wins
VizWiz_val_00002973.jpg,What color is my jeans?,"['blue', 'unanswerable', 'black', 'unanswerable', 'unanswerable', 'grey', 'unanswerable', 'blue', 'black', 'shaded grey']",grey,unanswerable,skill wins
VizWiz_val_00003048.jpg,What color is this comforter?,"['white', 'blue orange green', 'white green orange', 'blue', 'white', 'white', 'white yellow green', 'white flowers', 'white flowers', 'white peach green flowers']",white,unanswerable,fusion wins
VizWiz_val_00003057.jpg,WHAT IS THIS?,"['unanswerable', 'banana flavor snack', 'popcorn', 'some banana flavored angel delight', 'unanswerable', 'cereal', 'food', 'angel delight', 'banana flavored treats', 'popcorn']",cookies,food,skill wins
VizWiz_val_00003093.jpg,What is this?,"['unanswerable', 'unanswerable', 'pudding', 'pudding', 'paste', 'soup', 'unanswerable', 'unanswerable', 'batter', 'shit']",unanswerable,jar,fusion wins
VizWiz_val_00003110.jpg,what is this please?,"['doritos cool ranch', 'chips', 'cool ranch doritos', 'chips', 'doritos cool ranch chips', 'doritos', 'doritos cool ranch', 'doritos cool ranch', 'cool ranch dorito chips', 'unanswerable']",cheetos,chips,skill wins
VizWiz_val_00003125.jpg,Is there a picture forming on this map?,"['yes', 'unanswerable', 'rug', 'yes', 'unanswerable', 'yes', 'yes', 'yes', 'unanswerable', 'no']",yes,no,fusion wins
VizWiz_val_00003130.jpg,What is this?,"['unanswerable', 'penbino', 'game', 'penbino', 'penbino', 'penbino', 'toy', 'book', 'unanswerable', 'toy']",unanswerable,book,fusion wins
VizWiz_val_00003137.jpg,Getting closer to the boyle?,"['yes boiling', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",no,yes,skill wins
VizWiz_val_00003176.jpg,can i get the name of the team please for rickey henderson thank you.,"['dodgers', 'yankees', 'oakland athletics', 'unanswerable', 'oakland athletics', 'that information not available on here', 'athletics', 'wargawrgh', 'athletics yankees', 'unanswerable']",rickey henderson.1992,unanswerable,skill wins
VizWiz_val_00003182.jpg,What is this cereal?,"['unanswerable', 'unanswerable', 'tv', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",tv,unanswerable,skill wins
VizWiz_val_00003192.jpg,What color are these pants?,"['dark grey', 'grey', 'brown', 'black', 'brown', 'brown', 'brown', 'grey', 'brown', 'brown grey']",tan,brown,skill wins
VizWiz_val_00003198.jpg,What brand of monitor is this?,"['lg', 'unanswerable', 'unanswerable', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg', 'lg']",dell,unanswerable,skill wins
VizWiz_val_00003218.jpg,What is this?,"['mushrooms', 'unanswerable', 'this snaks', 'unanswerable', 'dried fruit', 'unanswerable', 'unanswerable', 'rocks', 'rocks', 'cannot tell']",unanswerable,food,fusion wins
VizWiz_val_00003219.jpg,"Okay, what kind of jerky is this again?","['jack links', 'ds', 'unanswerable', 'unanswerable', 'unanswerable', 'beef', 'unanswerable', 'beef', 'unanswerable', 'unanswerable']",unanswerable,no,fusion wins
VizWiz_val_00003234.jpg,What is this?,"['1 dollar us bill', '1 dollar', '1 dollar bill', 'i dont know', 'dollar bill', 'money', 'money', '$1 bill', 'dollar bill', '$1 bill']",1 dollar bill,dollar bill,skill wins
VizWiz_val_00003237.jpg,What is in this bottle?,"['unanswerable', 'aspirin', 'unanswerable', 'vitamins', 'unanswerable', 'unanswerable', 'pills', 'aspirin', 'unanswerable', 'unanswerable']",medicine,unanswerable,skill wins
VizWiz_val_00003243.jpg,What is my color of what is color of my shirt?,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'grey', 'white', 'grey']",white,grey,fusion wins
VizWiz_val_00003246.jpg,What's on the screen?,"['nothing', 'glare', 'unanswerable', 'nothing', 'nothing', 'unanswerable', 'flash', 'nothing', 'glare', 'nothing']",nothing,microsoft,fusion wins
VizWiz_val_00003251.jpg,Is this picture on Google?,"['no', 'unanswerable', 'unanswerable', 'probably', 'no', 'phone case decorated ballerina flowers', 'no', 'yes', 'yea', 'no']",no,yes,fusion wins
VizWiz_val_00003258.jpg,What does this mug say?,"['unanswerable', 'brugge', 'brugge', 'brugge', 'unanswerable', 'brugge', 'brugge', 'brugge', 'nothing', 'brugge']",brugge,unanswerable,fusion wins
VizWiz_val_00003259.jpg,what kind of snake is this?,"['dont know', 'cobra', 'cobra', 'cobra', 'rattlesnake', 'cobra', 'plastic', 'cobra', 'cobra', 'cobra']",unanswerable,cobra,skill wins
VizWiz_val_00003270.jpg,What color is this please? ,"['blue', 'purple tan', 'purple', 'purple', 'purple', 'purple', 'maroon', 'purple', 'purple', 'purple']",purple,brown,fusion wins
VizWiz_val_00003278.jpg,What is in this can?,"['pop', 'unanswerable', 'unanswerable', 'soda', 'cola', 'unanswerable', 'soda', 'soda', 'unanswerable', 'pop']",unanswerable,coca cola,fusion wins
VizWiz_val_00003289.jpg,What's this?,"['computer keys', 'unanswerable', 'computer keyboard', 'keyboard colon', 'keyboard', 'keyboard', 'video display', 'keyboard', 'keyboard', 'keyboard']",unanswerable,keyboard,skill wins
VizWiz_val_00003297.jpg,WHat is this?,"['money', 'dollar', 'dollar bill', '1 dollar', '$1 american bill', 'money', 'dollar bill', '$1', '1 dollar', 'money']",1 dollar bill,dollar bill,skill wins
VizWiz_val_00003298.jpg,What is this?,"['sweat pea scented shower gel', 'shower gel', 'unanswerable', 'soap', 'unanswerable', 'unanswerable', 'hand soap', 'body wash', 'unanswerable', 'body wash']",unanswerable,lotion,fusion wins
VizWiz_val_00003305.jpg,What does that mean?,"['unanswerable', 'milk', 'unanswerable', 'i dont speak spanish', 'thanks to our people', 'unanswerable', 'hormone free', 'cow', 'thank you', 'written in spanish']",unanswerable,our,fusion wins
VizWiz_val_00003306.jpg,What is in this can?,"['sugar', 'soup', 'unanswerable', 'soup', 'soup', 'soup', 'unanswerable', 'soup', 'soup', 'soup']",unanswerable,soup,skill wins
VizWiz_val_00003319.jpg,Which buttons are the volume?,"['middle left buttons plus minus sign', 'white buttons middle left', 'unanswerable', 'white button closest to tech printed word', 'middle left', 'white ones', 'white toggle buttons on left', 'middle left', 'middle left', 'middle left']",unanswerable,remote,fusion wins
VizWiz_val_00003320.jpg,What's this a picture of?,"['poster', 'poster', 'girl on flying carpet', 'book called book present you can open again again', 'book', 'poster', 'book', 'card greeting card maybe', 'unanswerable', 'poster']",bag,book,skill wins
VizWiz_val_00003339.jpg,What is this?,"['drawing', 'image', 'money', 'bridge', 'arches', 'blanket', 'blanket', 'aquaducts', 'painting', 'money']",unanswerable,money,skill wins
VizWiz_val_00003344.jpg,How long do I cook this in the microwave?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', '8 minutes', 'unanswerable', 'unanswerable']",8 minutes,unanswerable,skill wins
VizWiz_val_00003351.jpg,What is this?,"['towel', 'towel', 'towel', 'towel', 'looks like red white towel against some tile', 'towel', 'striped red white towel', 'bath towel', 'towel', 'red white striped towel']",towel,rug,fusion wins
VizWiz_val_00003353.jpg,what is on this shirt?,"['unanswerable', 'words', 'green lettering', 'unanswerable', 'unanswerable', 'design', 'green black graphic design', 'lime green writing black white picture', 'green', 'lime green black lettering partial lime green icon visible']",white,unanswerable,skill wins
VizWiz_val_00003362.jpg,What is this?,"['new college worcester', 'new college worcester brochure', 'school pamphlet', 'college advertisement', 'college classes', 'ncw', 'brochure', 'new college worcester business card', 'unanswerable', 'booklet']",book,unanswerable,skill wins
VizWiz_val_00003382.jpg,What kind of beer is this?,"['becks', 'not sure', 'unanswerable', 'becks', 'becks', 'becks', 'becks', 'becks', 'becks', 'beer']",beer,non alcoholic,fusion wins
VizWiz_val_00003390.jpg,What's that?,"['neon yellow garment', 'back seat car', 'car interior', 'jacket', 'car seats', 'backseat car', 'baby bag', 'unanswerable', 'car seat', 'backseat car']",unanswerable,car,fusion wins
VizWiz_val_00003406.jpg,What color is this pillow?,"['grey', 'black', 'grey', 'grey', 'grey', 'grey', 'grey', 'white', 'grey', 'white']",grey,white,fusion wins
VizWiz_val_00003409.jpg,What is it?,"['unanswerable', 'baby oil', 'baby oil', 'clear bottle liquid', 'bottle liquid', 'bottle', 'bottle', 'bottle body wash', 'baby oil', 'shampoo']",unanswerable,phone,fusion wins
VizWiz_val_00003421.jpg,"Can someone please tell me what type of meat is in this package? I'm not sure, I can't identify it.","['unanswerable', 'pork chops', 'chicken', 'chicken', 'chicken', 'pork loin', 'pork chops', 'pork loin', 'pork loins', 'pork loin']",unanswerable,chicken,skill wins
VizWiz_val_00003429.jpg,"Tell me, what's the best meal there--I mean, in McDonald's. Because I'm a new customer.","['unanswerable', 'number 1', 'quarter pounder meal', '#2 diet coke', 'breakfast sausage egg mcmuffin cheese hash brown coffee', 'unanswerable', 'unanswerable', 'big mac fries', 'unanswerable', 'mcgriddle']",unanswerable,no,fusion wins
VizWiz_val_00003432.jpg,What is the color of the lid?,"['pink', 'pink', 'pink', 'pink color', 'pink', 'pink', 'pink', 'pink', 'pink', 'pink']",cup,pink,skill wins
VizWiz_val_00003433.jpg,What is this?,"['money', 'money', 'money', 'money 100$ saudi', 'unanswerable', '$100 saudi', '$100', 'this dolar', 'money', '100 saudi money']",money,unanswerable,fusion wins
VizWiz_val_00003457.jpg,What color is this?,"['unanswerable', 'red', 'red', 'red', 'red', 'red', 'red', 'red white blue', 'red', 'red']",green,red,skill wins
VizWiz_val_00003467.jpg,What is the flavor of this bag of noodles?,"['chicken', 'creamy chicken', 'creamy chicken', 'creamy chicken', 'creamy chicken', 'creamy chicken', 'chicken', 'creamy chicken', 'creamy chicken', 'creamy chicken']",chicken,creamy chicken,skill wins
VizWiz_val_00003480.jpg,What color is this shirt?,"['black', 'grey orange white text', 'brown', 'unanswerable', 'black text', 'grey', 'black', 'brown', 'black', 'grey']",black,brown,fusion wins
VizWiz_val_00003481.jpg,What is this?,"['unanswerable', 'person', 'male sitting on chair', 'man', 'desk', 'unanswerable', 'body', 'man', 'jeans', 'man']",unanswerable,phone,fusion wins
VizWiz_val_00003490.jpg,What is this?,"['telephone', 'telephone', 'phone', 'phone', 'electronic device dialer pad', 'machine number pad', 'control', 'i honestly cant figure out', 'dialer', 'home security keypad']",phone,remote,fusion wins
VizWiz_val_00003495.jpg,I was curious to know what color her shirt is; and whether or not it's camouflage? ,"['camouflage olive green brown', 'yes camo', 'camo green', 'green tan camo', 'yes camouflage', 'brown green beige camouflage', 'camouflage', 'green', 'green brown', 'green camouflage']",green,camouflaged,fusion wins
VizWiz_val_00003502.jpg,What is this?,"['nissan', 'nissan', 'nissan emblem', 'nissan', 'car grill', 'this nissan', 'car', 'nissan emblem', 'nissan', 'bumper nissan']",steering wheel,car,skill wins
VizWiz_val_00003504.jpg,What colors are in this material?,"['brown tan white', 'light dark brown', 'brown', 'brown', 'brown', 'brown tan', 'brown tan lighter tan', 'beige brown', 'brown', 'brown beige tan']",white,brown,skill wins
VizWiz_val_00003531.jpg,What kind of food is this? ,"['tomato sauce', 'tomato sauce', 'organic tomato sauce', 'tomato sauce', 'tomato sauce', 'tomato sauce', 'muir glen organic tomato sauce', 'tomato sauce', 'muir glen organic tomato sauce', 'tomoto']",tomato sauce,tomatoes,fusion wins
VizWiz_val_00003532.jpg,Tell me what's the color for this ipad?,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white']",white,green,fusion wins
VizWiz_val_00003536.jpg,How should I cook this pasta dish?,"['oven', 'unanswerable', 'already cooked heat in microwave', 'oven', 'unanswerable', 'box', 'unanswerable', 'unanswerable', 'oven', 'reheat in oven']",chicken,unanswerable,skill wins
VizWiz_val_00003538.jpg,What is this?,"['bag cookies', 'oatmeal', 'oatmeal cookies', 'oatmeal cookie', 'cookies', 'oatmeal cookies', 'dads cookies', 'box', 'snack', 'cookies']",cookies,crackers,fusion wins
VizWiz_val_00003550.jpg,Does this sweater and this shirt go together?,"['yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'no', 'no']",yes,unanswerable,fusion wins
VizWiz_val_00003557.jpg,What is this? ,"['nestle sno caps candies', 'sno caps', 'sno caps candy', 'sno caps candy', 'sno caps candy', 'sno caps candy', 'sno caps candy', 'sno caps', 'candy', 'sno caps candy']",cookies,candy,skill wins
VizWiz_val_00003560.jpg,What color are these pants?,"['grey', 'blue', 'blue', 'tan', 'blue', 'blue', 'grey', 'white', 'light blue', 'light beige']",grey,tan,fusion wins
VizWiz_val_00003562.jpg,"Just, just a quick idea on this.","['swregfserg', 'unanswerable', 'unanswerable', 'mlb 12 show playstation game', 'unanswerable', 'mlb', 'mlb12 show psi game', 'psi game mlb 12 show', 'poor game', 'psi mlb12 show']",yes,unanswerable,skill wins
VizWiz_val_00003582.jpg,What is this?,"['unanswerable', 'can', 'split pea soup', 'split pea soup', 'split pea soup', 'split pea soup', 'soup', 'can split pea soup', 'split pea soup', 'soup']",peas,soup,skill wins
VizWiz_val_00003587.jpg,What color is this?,"['grey', 'grey', 'grey', 'grey', 'brown', 'grey', 'tan', 'tan', 'grey', 'brown']",purple,brown,skill wins
VizWiz_val_00003592.jpg,What is this?,"['epsoni', 'epson projector', 'video projector', 'projector', 'lcd player', 'scaner', 'printer', 'epson projector', 'epson projector', 'projector']",projector,fan,fusion wins
VizWiz_val_00003595.jpg,What medicine is this?,"['this advil', 'advil cold sinus', 'advil', 'advil', 'advil', 'advil cold sinus', 'advil', 'advil', 'advil cold sinus', 'advil']",unanswerable,advil,skill wins
VizWiz_val_00003610.jpg,What is this item?,"['craft', 'unanswerable', 'glow in dark toy', 'craft kit', 'craft kit', 'unanswerable', 'toy', 'beads', 'unanswerable', 'unanswerable']",puzzle,toy,skill wins
VizWiz_val_00003646.jpg,Is this readable?,"['tylenol extra strength', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'bigger print readable smaller print not', 'yes']",yes,no,fusion wins
VizWiz_val_00003648.jpg,What window screen do you see on my computer monitor?,"['unanswerable', 'repair screen', 'unanswerable', 'setup repair', 'restore system', 'unanswerable', 'startup repair', 'unanswerable', 'unanswerable', 'unanswerable']",startup repair,unanswerable,skill wins
VizWiz_val_00003656.jpg,What does the the CAPTCHA say?,"['w2nmv5fz', 'w2nmv5fz', 'w2nmv5fz', 'unanswerable', 'unanswerable', 'w2nmv5fz', 'w2nmv5fz', 'wvvskz', 'w2nvn5fz', 'w2nmv5fz']",unanswerable,no,fusion wins
VizWiz_val_00003672.jpg,What is in this box?,"['crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'crackers', 'free wafers', 'crackers']",cookies,crackers,skill wins
VizWiz_val_00003698.jpg,What is this?,"['money', 'money', '$20 bill', 'money', '20 dollars', '20 dollars', '20 dollars', 'twenty dollar bill', '20.00 bill', '20 dollar bill']",5 dollar bill,money,skill wins
VizWiz_val_00003703.jpg,Color are the. What color are the boots?,"['black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black']",black,brown,fusion wins
VizWiz_val_00003711.jpg,What is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unknown', 'unanswerable', 'unanswerable']",cookies,unanswerable,skill wins
